nm_college,bl_private,qt_applications_received,qt_applications_accepted,qt_students_enrolled,qt_top_10_percent,qt_top_25_percent,qt_undergraduate_students,qt_postgraduate_students,vl_tuition_outstate,vl_room_board,vl_books_cost,vl_personal_expenses,pc_faculty_with_phd,pc_faculty_with_terminal_degree,vl_student_faculty_ratio,pc_alumni_donors,vl_expenditure_per_student,pc_graduation_rate
Charles Darwin School of Arts,,0.0,1500.0,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
Roger Williams University,True,3304.0,2804.0,679.0,10.0,20.0,2111.0,1489.0,12520.0,6050.0,500.0,730.0,44.0,54.0,16.4,8.0,7957.0,61.0
Dickinson State University,False,434.0,412.0,319.0,10.0,30.0,1376.0,237.0,4486.0,2146.0,600.0,2000.0,50.0,64.0,16.5,28.0,4525.0,46.0
Ferrum College,True,1339.0,1107.0,336.0,12.0,36.0,1051.0,82.0,9400.0,4200.0,500.0,1600.0,53.0,58.0,12.5,9.0,7967.0,22.0
Wartburg College,True,1231.0,1074.0,345.0,34.0,66.0,1295.0,105.0,11600.0,3610.0,400.0,850.0,66.0,91.0,12.4,37.0,7735.0,67.0
Peru State College,False,701.0,501.0,458.0,10.0,40.0,959.0,457.0,2580.0,2624.0,500.0,900.0,48.0,100.0,20.1,24.0,4870.0,44.0
Saint Joseph's University,True,2519.0,2003.0,776.0,39.0,71.0,2473.0,1314.0,12750.0,6350.0,350.0,1690.0,84.0,90.0,17.4,13.0,8243.0,83.0
Joan of Arc Center for Studies,False,2000.0,1500.0,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
Southwestern College,True,213.0,155.0,75.0,28.0,66.0,504.0,147.0,7200.0,3532.0,550.0,1500.0,56.0,56.0,11.8,12.0,7818.0,52.0
Charles Darwin University,False,2000.0,1500.0,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,100.0,60.0,15.0,20.0,8000.0,60.0
Arizona State University Main campus,False,12809.0,10308.0,3761.0,24.0,49.0,22593.0,7585.0,7434.0,4850.0,700.0,2100.0,88.0,93.0,18.9,5.0,4602.0,48.0
University of Montevallo,False,1351.0,892.0,570.0,18.0,78.0,2385.0,331.0,4440.0,3030.0,300.0,600.0,72.0,72.0,18.9,8.0,5883.0,51.0
Cleopatra Institute,True,2000.0,1500.0,500.0,,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,,15.0,20.0,8000.0,60.0
Oberlin College,True,4778.0,2767.0,678.0,50.0,89.0,2587.0,120.0,19670.0,5820.0,575.0,1119.0,77.0,96.0,10.1,47.0,16593.0,83.0
University of Missouri at Rolla,False,1877.0,1826.0,823.0,49.0,77.0,3926.0,561.0,9057.0,3600.0,700.0,1435.0,88.0,88.0,14.4,23.0,9699.0,49.0
Abraham Lincoln Center for Studies,False,2000.0,1500.0,500.0,20.0,40.0,,300.0,10000.0,5000.0,600.0,0.0,60.0,60.0,15.0,20.0,8000.0,60.0
Pacific University,True,943.0,849.0,288.0,41.0,71.0,1041.0,35.0,14210.0,3994.0,450.0,1100.0,76.0,76.0,10.9,22.0,11216.0,42.0
Loyola Marymount University,True,3768.0,2662.0,753.0,42.0,64.0,3558.0,436.0,13592.0,5916.0,545.0,1328.0,84.0,88.0,14.2,10.0,11677.0,84.0
Isaac Newton Institute,False,2000.0,1500.0,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
Augustana College IL,True,1879.0,1658.0,497.0,36.0,69.0,1950.0,38.0,13353.0,4173.0,540.0,821.0,78.0,83.0,12.7,40.0,9220.0,71.0
King College,True,355.0,300.0,142.0,34.0,65.0,509.0,44.0,8664.0,3350.0,600.0,3000.0,65.0,68.0,10.7,25.0,8954.0,65.0
Karl Marx Institute,True,2000.0,1500.0,500.0,,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
Southwestern Adventist College,True,321.0,318.0,172.0,11.0,27.0,620.0,280.0,7536.0,3736.0,430.0,1651.0,44.0,77.0,13.0,12.0,5309.0,36.0
Wake Forest University,True,5661.0,2392.0,903.0,75.0,88.0,3499.0,172.0,13850.0,4360.0,500.0,1250.0,95.0,97.0,4.3,37.0,41766.0,89.0
College of Saint Catherine,True,511.0,411.0,186.0,23.0,51.0,1692.0,562.0,12224.0,4440.0,450.0,1000.0,63.0,87.0,11.5,32.0,7315.0,77.0
Brown University,True,12586.0,3239.0,1462.0,87.0,95.0,5643.0,349.0,19528.0,5926.0,720.0,1100.0,99.0,100.0,7.6,39.0,20440.0,97.0
Guilford College,True,1202.0,1054.0,326.0,18.0,44.0,1410.0,299.0,13404.0,5160.0,450.0,1050.0,78.0,86.0,15.6,30.0,9114.0,65.0
Monmouth College,True,2707.0,1881.0,478.0,14.0,34.0,1893.0,847.0,12480.0,5290.0,530.0,1740.0,70.0,85.0,14.2,15.0,9492.0,54.0
University of South Florida,False,7589.0,4676.0,1876.0,29.0,63.0,14770.0,10962.0,6760.0,3776.0,500.0,2180.0,84.0,89.0,17.0,7.0,11020.0,47.0
Abraham Lincoln College,True,2000.0,1500.0,0.0,20.0,40.0,2000.0,300.0,10000.0,,600.0,1500.0,60.0,60.0,,20.0,8000.0,60.0
Canisius College,True,2853.0,2193.0,753.0,16.0,34.0,2978.0,434.0,10750.0,5340.0,400.0,1130.0,90.0,92.0,14.6,26.0,7972.0,64.0
Jane Austen College,True,2000.0,1500.0,500.0,20.0,40.0,2000.0,300.0,,5000.0,600.0,1500.0,60.0,,15.0,,8000.0,60.0
Wisconsin Lutheran College,True,152.0,128.0,75.0,17.0,41.0,282.0,22.0,9100.0,3700.0,500.0,1400.0,48.0,48.0,8.5,26.0,8960.0,50.0
Southeast Missouri State University,False,2281.0,1870.0,1408.0,18.0,43.0,6553.0,1246.0,4680.0,3540.0,200.0,2150.0,75.0,76.0,17.1,8.0,5916.0,45.0
Northeast Missouri State University,False,6040.0,4577.0,1620.0,36.0,72.0,5640.0,266.0,4856.0,3416.0,400.0,1100.0,69.0,72.0,15.7,13.0,6601.0,76.0
Georgetown College,True,727.0,693.0,286.0,30.0,55.0,1063.0,48.0,8100.0,3950.0,550.0,550.0,73.0,76.0,13.3,28.0,7508.0,55.0
Galileo School of Arts,True,,1500.0,500.0,100.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,,20.0,8000.0,60.0
Central Wesleyan College,True,174.0,146.0,88.0,8.0,29.0,1047.0,33.0,8300.0,3080.0,600.0,600.0,62.0,62.0,15.2,18.0,3365.0,58.0
Winthrop University,False,2320.0,1805.0,769.0,24.0,61.0,3395.0,670.0,6400.0,3392.0,580.0,2150.0,71.0,80.0,12.8,26.0,6729.0,59.0
Nazareth College of Rochester,True,947.0,798.0,266.0,36.0,68.0,1274.0,471.0,10850.0,5150.0,550.0,800.0,77.0,93.0,13.6,24.0,8797.0,61.0
University of Minnesota at Morris,False,1458.0,874.0,588.0,56.0,86.0,1846.0,154.0,9843.0,3180.0,600.0,1500.0,74.0,78.0,14.6,16.0,6716.0,51.0
Elmira College,True,1457.0,1045.0,345.0,27.0,50.0,1109.0,502.0,14990.0,4980.0,450.0,550.0,77.0,98.0,21.5,21.0,7502.0,64.0
Plato University,,2000.0,1500.0,500.0,20.0,40.0,2000.0,300.0,10000.0,,600.0,1500.0,100.0,60.0,15.0,20.0,8000.0,60.0
Siena Heights College,True,464.0,419.0,183.0,10.0,31.0,686.0,287.0,9240.0,3880.0,475.0,1090.0,29.0,49.0,7.2,17.0,9431.0,47.0
Blaise Pascal School of Arts,,2000.0,1500.0,0.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,,8000.0,
Lamar University,False,2336.0,1725.0,1043.0,10.0,27.0,5438.0,4058.0,4752.0,3040.0,508.0,1463.0,48.0,82.0,18.4,12.0,5879.0,26.0
Sun Tzu Academy,True,2000.0,1500.0,500.0,20.0,40.0,,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,,8000.0,60.0
Missouri Valley College,True,1310.0,983.0,316.0,5.0,35.0,1057.0,175.0,8550.0,5050.0,400.0,900.0,35.0,67.0,17.4,16.0,4333.0,27.0
American International College,True,1420.0,1093.0,220.0,9.0,22.0,1018.0,287.0,8700.0,4780.0,450.0,1400.0,78.0,84.0,14.7,19.0,7355.0,69.0
Pennsylvania State Univ. Main Campus,False,19315.0,10344.0,3450.0,48.0,93.0,28938.0,2025.0,10645.0,4060.0,512.0,2394.0,77.0,96.0,18.1,19.0,8992.0,63.0
Nikola Tesla Institute,True,2000.0,1500.0,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,,1500.0,,,15.0,20.0,8000.0,60.0
Wabash College,True,800.0,623.0,256.0,41.0,76.0,801.0,5.0,12925.0,4195.0,500.0,635.0,78.0,85.0,9.9,55.0,14904.0,72.0
Julius Caesar Academy,True,2000.0,,500.0,100.0,,2000.0,300.0,10000.0,5000.0,,1500.0,60.0,,15.0,20.0,8000.0,60.0
Northwest Missouri State University,False,2729.0,2535.0,1257.0,8.0,29.0,4787.0,472.0,3735.0,3136.0,250.0,1630.0,62.0,65.0,21.7,23.0,5284.0,54.0
George Mason University,False,5653.0,4326.0,1727.0,17.0,29.0,9528.0,3822.0,10800.0,4840.0,580.0,1050.0,93.0,96.0,19.3,7.0,6751.0,46.0
Brewton-Parker College,True,1436.0,1228.0,1202.0,10.0,26.0,1320.0,822.0,4371.0,2370.0,500.0,2000.0,62.0,62.0,12.6,10.0,4900.0,18.0
Saint Peter's College,True,1606.0,1413.0,530.0,23.0,38.0,1921.0,1154.0,9408.0,5520.0,500.0,450.0,78.0,78.0,12.1,22.0,7669.0,53.0
Christian Brothers University,True,880.0,520.0,224.0,16.0,42.0,1068.0,364.0,9300.0,3260.0,600.0,900.0,81.0,81.0,11.1,24.0,8129.0,63.0
Clemson University,False,8065.0,5257.0,2301.0,37.0,65.0,11755.0,770.0,8116.0,3610.0,800.0,1618.0,82.0,88.0,18.0,17.0,7597.0,73.0
University of North Carolina at Charlotte,False,5803.0,4441.0,1730.0,19.0,62.0,10099.0,3255.0,7248.0,3109.0,600.0,1900.0,79.0,91.0,16.8,7.0,6227.0,62.0
Union College NY,True,3495.0,1712.0,528.0,49.0,84.0,1915.0,123.0,18732.0,6204.0,450.0,1024.0,94.0,96.0,11.5,49.0,15411.0,88.0
East Texas Baptist University,True,379.0,341.0,265.0,10.0,36.0,1050.0,151.0,4950.0,2780.0,530.0,1500.0,62.0,62.0,15.7,7.0,5619.0,38.0
Nelson Mandela Academy,True,2000.0,1500.0,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
Williams College,True,4186.0,1245.0,526.0,81.0,96.0,1988.0,29.0,19629.0,5790.0,500.0,1200.0,94.0,99.0,9.0,64.0,22014.0,99.0
College of Saint Elizabeth,True,444.0,359.0,122.0,34.0,53.0,493.0,968.0,10900.0,5250.0,380.0,1000.0,68.0,70.0,11.4,23.0,9447.0,78.0
Louisiana Tech University,False,2397.0,2144.0,1525.0,22.0,45.0,6720.0,1822.0,3957.0,2325.0,618.0,1656.0,66.0,77.0,20.0,13.0,4546.0,45.0
University of La Verne,True,1597.0,969.0,226.0,16.0,38.0,1431.0,1522.0,13540.0,5050.0,630.0,2298.0,66.0,68.0,14.1,23.0,10139.0,47.0
Nelson Mandela Academy,False,2000.0,1500.0,500.0,,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
Joan of Arc University,True,2000.0,1500.0,500.0,0.0,40.0,2000.0,300.0,10000.0,5000.0,,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
Lincoln Memorial University,True,787.0,562.0,363.0,21.0,55.0,925.0,605.0,5950.0,2890.0,600.0,1300.0,67.0,72.0,14.6,35.0,5177.0,53.0
SUNY at Binghamton,False,14463.0,6166.0,1757.0,60.0,94.0,8544.0,671.0,6550.0,4598.0,700.0,1000.0,83.0,100.0,18.0,15.0,8055.0,80.0
Joan of Arc College,False,,1500.0,500.0,,40.0,2000.0,300.0,10000.0,5000.0,600.0,,60.0,60.0,15.0,20.0,8000.0,60.0
Southern California College,True,385.0,340.0,193.0,18.0,38.0,784.0,127.0,9520.0,4124.0,630.0,1818.0,63.0,65.0,18.6,11.0,8219.0,43.0
University of Texas at San Antonio,False,4217.0,3100.0,1686.0,17.0,46.0,9375.0,5457.0,4104.0,5376.0,452.0,1200.0,94.0,100.0,25.3,3.0,4329.0,50.0
Southwest Baptist University,True,1093.0,1093.0,642.0,12.0,32.0,1770.0,967.0,7070.0,2500.0,400.0,1000.0,52.0,54.0,15.9,13.0,4718.0,71.0
Emory University,True,8506.0,4168.0,1236.0,76.0,97.0,5544.0,192.0,17600.0,6000.0,600.0,870.0,97.0,98.0,5.0,28.0,28457.0,96.0
Baldwin-Wallace College,True,1690.0,1366.0,662.0,30.0,61.0,2718.0,1460.0,10995.0,4410.0,1000.0,1000.0,68.0,74.0,17.6,20.0,8086.0,85.0
Malone College,True,874.0,758.0,428.0,21.0,46.0,1605.0,246.0,9858.0,3700.0,450.0,1200.0,42.0,45.0,17.6,16.0,4796.0,55.0
Seton Hall University,True,4576.0,3565.0,1000.0,16.0,36.0,4384.0,1530.0,12000.0,6484.0,650.0,1000.0,81.0,84.0,14.4,15.0,10080.0,64.0
Oscar Wilde Institute,,2000.0,1500.0,500.0,20.0,40.0,1.0,,10000.0,,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
Florence Nightingale Center for Studies,True,2000.0,1500.0,500.0,20.0,40.0,,300.0,10000.0,5000.0,600.0,0.0,60.0,60.0,15.0,20.0,8000.0,60.0
Allentown Coll. of St. Francis de Sales,True,1179.0,780.0,290.0,38.0,64.0,1130.0,638.0,9690.0,4785.0,600.0,1000.0,60.0,84.0,13.3,21.0,7940.0,74.0
Hofstra University,True,7428.0,5860.0,1349.0,25.0,63.0,6534.0,1350.0,11600.0,5920.0,1000.0,1000.0,81.0,90.0,13.9,10.0,10093.0,60.0
Franklin Pierce College,True,5187.0,4471.0,446.0,3.0,14.0,1818.0,1197.0,13320.0,4630.0,500.0,800.0,50.0,56.0,17.6,16.0,6418.0,51.0
Emily Dickinson Center for Studies,True,2000.0,,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
Socrates School of Arts,False,2000.0,20000.0,500.0,20.0,40.0,2000.0,300.0,,5000.0,600.0,0.0,60.0,60.0,,20.0,8000.0,60.0
Centenary College of Louisiana,True,495.0,434.0,210.0,35.0,55.0,775.0,44.0,8950.0,3490.0,600.0,1900.0,86.0,92.0,11.3,25.0,9685.0,66.0
Roanoke College,True,2227.0,1790.0,437.0,27.0,54.0,1460.0,239.0,13425.0,4425.0,450.0,1200.0,85.0,89.0,13.0,26.0,9405.0,72.0
Pitzer College,True,1133.0,630.0,220.0,37.0,73.0,750.0,30.0,17688.0,5900.0,650.0,850.0,100.0,100.0,10.4,11.0,14820.0,73.0
Genghis Khan Center for Studies,False,2000.0,1500.0,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,,60.0
Arkansas Tech University,False,1734.0,1729.0,951.0,12.0,52.0,3602.0,939.0,3460.0,2650.0,450.0,1000.0,57.0,60.0,19.6,5.0,4739.0,48.0
University of Maryland at College Park,False,14292.0,10315.0,3409.0,22.0,53.0,19340.0,3991.0,8723.0,5146.0,550.0,1550.0,89.0,92.0,18.1,12.0,9021.0,63.0
Tennessee Wesleyan College,True,232.0,182.0,99.0,7.0,29.0,402.0,237.0,7070.0,3640.0,400.0,3158.0,59.0,65.0,8.9,16.0,6286.0,36.0
Winston Churchill Center for Studies,False,2000.0,1500.0,10000.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,,60.0
Claflin College,True,1196.0,697.0,499.0,21.0,47.0,959.0,13.0,4412.0,2460.0,500.0,1000.0,69.0,69.0,16.9,31.0,7083.0,21.0
Plato Academy,True,2000.0,1500.0,500.0,20.0,40.0,,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,,20.0,8000.0,60.0
Webber College,True,280.0,143.0,79.0,5.0,27.0,327.0,110.0,5590.0,2900.0,650.0,1952.0,53.0,63.0,15.1,4.0,4839.0,90.0
Bentley College,True,3466.0,2330.0,640.0,20.0,60.0,3095.0,1533.0,13800.0,5510.0,630.0,850.0,87.0,87.0,17.5,20.0,10941.0,82.0
College of Notre Dame,True,344.0,264.0,97.0,11.0,42.0,500.0,331.0,12600.0,5520.0,630.0,2250.0,77.0,80.0,10.4,7.0,9773.0,43.0
Miami University at Oxford,False,9239.0,7788.0,3290.0,35.0,39.0,13606.0,807.0,8856.0,3960.0,500.0,1382.0,81.0,89.0,17.6,20.0,7846.0,85.0
Skidmore College,True,4293.0,2728.0,591.0,25.0,62.0,2322.0,263.0,18710.0,5970.0,500.0,700.0,87.0,92.0,12.7,29.0,14837.0,81.0
Texas A&M Univ. at College Station,False,14474.0,10519.0,6392.0,49.0,85.0,31643.0,2798.0,5130.0,3412.0,600.0,2144.0,89.0,91.0,23.1,29.0,8471.0,69.0
Eastern College,True,458.0,369.0,165.0,16.0,42.0,1057.0,355.0,11190.0,4800.0,450.0,1230.0,60.0,60.0,13.6,22.0,8135.0,54.0
Hardin-Simmons University,True,467.0,424.0,350.0,16.0,40.0,1365.0,334.0,6300.0,2980.0,700.0,2140.0,75.0,79.0,13.7,10.0,7054.0,38.0
Connecticut College,True,3035.0,1546.0,438.0,42.0,93.0,1630.0,232.0,18740.0,6300.0,600.0,500.0,86.0,95.0,10.7,40.0,14773.0,91.0
Albion College,True,1899.0,1720.0,489.0,37.0,68.0,1594.0,32.0,13868.0,4826.0,450.0,850.0,89.0,100.0,13.7,37.0,11487.0,73.0
Bradford College,True,443.0,330.0,151.0,5.0,36.0,453.0,42.0,14080.0,6270.0,500.0,900.0,57.0,80.0,10.2,21.0,15387.0,46.0
College of the Holy Cross,True,2994.0,1691.0,659.0,70.0,95.0,2675.0,22.0,18000.0,6300.0,400.0,900.0,92.0,96.0,11.3,55.0,12138.0,95.0
Rosa Parks School of Arts,True,2000.0,20000.0,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,,20.0,8000.0,60.0
Mount Saint Mary's College,True,1321.0,1159.0,328.0,15.0,36.0,1243.0,79.0,12850.0,6200.0,550.0,900.0,77.0,82.0,12.8,36.0,8536.0,80.0
Vincent van Gogh University,True,2000.0,1500.0,,20.0,40.0,2000.0,300.0,10000.0,5000.0,0.0,,60.0,0.0,15.0,20.0,8000.0,60.0
Francis Marion University,False,1801.0,1655.0,819.0,13.0,38.0,3224.0,436.0,5840.0,3138.0,400.0,2430.0,76.0,76.0,19.1,8.0,5039.0,43.0
Livingstone College,True,900.0,473.0,217.0,22.0,47.0,621.0,11.0,4400.0,3400.0,800.0,900.0,53.0,93.0,10.4,16.0,9268.0,92.0
Saint Mary-of-the-Woods College,True,150.0,130.0,88.0,23.0,50.0,341.0,768.0,10300.0,4130.0,500.0,1700.0,44.0,58.0,10.2,37.0,9678.0,75.0
Rider University,True,3586.0,2424.0,730.0,16.0,31.0,2748.0,1309.0,13250.0,5420.0,700.0,3100.0,84.0,92.0,12.3,23.0,11299.0,70.0
Hendrix College,True,823.0,721.0,274.0,52.0,87.0,954.0,6.0,8800.0,3195.0,500.0,1200.0,82.0,99.0,13.1,26.0,8588.0,63.0
North Carolina State University at Raleigh,False,10634.0,7064.0,3176.0,39.0,78.0,16505.0,5481.0,8400.0,6540.0,600.0,1300.0,92.0,98.0,17.5,21.0,9670.0,62.0
Julius Caesar College,True,2000.0,1500.0,500.0,20.0,40.0,2000.0,20000.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
Savannah Coll. of Art and Design,True,1109.0,688.0,386.0,20.0,65.0,1897.0,208.0,8325.0,5000.0,1200.0,1600.0,14.0,98.0,16.1,26.0,6874.0,55.0
Virginia Tech,False,15712.0,11719.0,4277.0,29.0,53.0,18511.0,604.0,10260.0,3176.0,740.0,2200.0,85.0,89.0,13.8,20.0,8944.0,73.0
Cedarville College,True,1307.0,1090.0,616.0,25.0,55.0,2196.0,82.0,7344.0,4410.0,570.0,1000.0,50.0,52.0,15.3,34.0,6897.0,64.0
Albertus Magnus College,True,353.0,340.0,103.0,17.0,45.0,416.0,230.0,13290.0,5720.0,500.0,1500.0,90.0,93.0,11.5,26.0,8861.0,63.0
Sun Tzu Institute,True,,1500.0,500.0,0.0,40.0,2000.0,,10000.0,5000.0,,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
Maryville University,True,549.0,397.0,169.0,26.0,51.0,1343.0,1751.0,9250.0,4550.0,425.0,1350.0,52.0,58.0,13.1,13.0,5925.0,61.0
Genghis Khan Institute,False,2000.0,1500.0,500.0,,40.0,2000.0,300.0,,5000.0,10000.0,1500.0,60.0,,15.0,,8000.0,60.0
Hillsdale College,True,920.0,745.0,347.0,35.0,66.0,1133.0,42.0,11090.0,4700.0,400.0,750.0,80.0,80.0,12.0,31.0,12639.0,79.0
Montana College of Mineral Sci. & Tech.,False,572.0,544.0,320.0,45.0,72.0,1470.0,416.0,6073.0,3400.0,550.0,1400.0,71.0,71.0,16.4,31.0,6112.0,74.0
Shippensburg University of Penn.,False,5818.0,3281.0,1116.0,14.0,53.0,5268.0,300.0,7844.0,3504.0,450.0,1700.0,80.0,83.0,18.8,13.0,6719.0,72.0
Meredith College,True,857.0,772.0,376.0,25.0,58.0,1721.0,470.0,6720.0,3250.0,450.0,1520.0,77.0,82.0,13.9,33.0,6881.0,82.0
Chapman University,True,959.0,771.0,351.0,23.0,48.0,1662.0,209.0,16624.0,5895.0,600.0,1100.0,72.0,80.0,12.8,6.0,12692.0,47.0
Sacred Heart University,True,2307.0,1896.0,509.0,19.0,51.0,1707.0,1889.0,11070.0,5780.0,400.0,600.0,71.0,73.0,14.8,16.0,7120.0,82.0
Carthage College,True,1616.0,1427.0,434.0,20.0,43.0,1405.0,580.0,13125.0,3775.0,500.0,1300.0,74.0,89.0,15.9,22.0,7364.0,62.0
Alaska Pacific University,True,193.0,146.0,55.0,16.0,44.0,249.0,869.0,7560.0,4120.0,800.0,1500.0,76.0,72.0,11.9,2.0,10922.0,15.0
Fayetteville State University,False,1455.0,1064.0,452.0,1.0,16.0,2632.0,617.0,6806.0,2550.0,350.0,766.0,75.0,75.0,15.1,10.0,6972.0,24.0
Isaac Newton Center for Studies,False,2000.0,1500.0,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,,60.0
Martin Luther King Jr. Institute,False,2000.0,1.0,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
Willamette University,True,1658.0,1327.0,395.0,49.0,80.0,1595.0,159.0,14800.0,4620.0,400.0,790.0,91.0,94.0,13.3,37.0,10779.0,68.0
Seattle Pacific University,True,1183.0,1016.0,411.0,42.0,82.0,1922.0,704.0,12669.0,4875.0,600.0,1250.0,83.0,85.0,16.8,20.0,10368.0,66.0
Hanover College,True,1006.0,837.0,317.0,33.0,65.0,1024.0,15.0,8200.0,3485.0,500.0,1200.0,84.0,84.0,10.6,26.0,9248.0,64.0
Christendom College,True,81.0,72.0,51.0,33.0,71.0,139.0,3.0,8730.0,3600.0,400.0,800.0,92.0,92.0,9.3,17.0,10922.0,58.0
Judson College,True,313.0,228.0,137.0,10.0,30.0,552.0,67.0,9414.0,4554.0,500.0,1700.0,34.0,55.0,10.6,30.0,7840.0,56.0
Karl Marx Center for Studies,True,2000.0,1500.0,500.0,20.0,40.0,2000.0,300.0,,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,1.0,60.0
Mozart University,,2000.0,1500.0,500.0,,40.0,2000.0,300.0,10000.0,5000.0,,,60.0,60.0,15.0,20.0,8000.0,60.0
University of Southern Indiana,False,2379.0,2133.0,1292.0,8.0,25.0,4283.0,2973.0,4973.0,3192.0,500.0,1425.0,56.0,65.0,22.0,21.0,4078.0,38.0
Allegheny College,True,2652.0,1900.0,484.0,44.0,77.0,1707.0,44.0,17080.0,4440.0,400.0,600.0,73.0,91.0,9.9,41.0,11711.0,76.0
Spring Arbor College,True,372.0,362.0,181.0,15.0,32.0,1501.0,353.0,8600.0,3550.0,385.0,665.0,48.0,48.0,15.4,9.0,10938.0,49.0
Regis College,True,427.0,385.0,143.0,18.0,38.0,581.0,533.0,12700.0,5800.0,450.0,700.0,81.0,85.0,10.3,37.0,11758.0,84.0
Wesley College,True,980.0,807.0,350.0,10.0,25.0,872.0,448.0,9890.0,4674.0,500.0,1350.0,52.0,57.0,14.4,15.0,6243.0,84.0
Alverno College,True,494.0,313.0,157.0,23.0,46.0,1317.0,1235.0,8352.0,3640.0,650.0,2449.0,36.0,69.0,11.1,26.0,8127.0,55.0
Carnegie Mellon University,True,8728.0,5201.0,1191.0,60.0,89.0,4265.0,291.0,17900.0,5690.0,450.0,1250.0,86.0,93.0,9.2,31.0,24386.0,74.0
Vincent van Gogh College,False,2000.0,1500.0,500.0,20.0,40.0,2000.0,300.0,10000.0,0.0,600.0,1500.0,60.0,100.0,,20.0,8000.0,60.0
Lyndon State College,False,535.0,502.0,223.0,6.0,20.0,959.0,150.0,7320.0,4640.0,500.0,600.0,48.0,65.0,12.6,15.0,7114.0,51.0
Pepperdine University,True,3821.0,2037.0,680.0,86.0,96.0,2488.0,625.0,18200.0,6770.0,500.0,700.0,95.0,98.0,11.6,13.0,16185.0,66.0
Berry College,True,1858.0,1221.0,480.0,37.0,68.0,1620.0,49.0,8050.0,3940.0,350.0,2375.0,80.0,80.0,16.3,17.0,10511.0,63.0
Xavier University of Louisiana,True,2097.0,1915.0,695.0,34.0,61.0,2793.0,166.0,6900.0,4200.0,617.0,781.0,67.0,75.0,14.4,20.0,8323.0,49.0
University of North Florida,False,1800.0,1253.0,560.0,44.0,85.0,3876.0,3588.0,6634.0,4360.0,600.0,2604.0,82.0,85.0,17.8,14.0,6104.0,47.0
Genghis Khan Center for Studies,True,2000.0,1500.0,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,0.0,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
Saint Joseph College,True,292.0,241.0,96.0,20.0,52.0,543.0,712.0,12200.0,4600.0,650.0,950.0,87.0,90.0,11.2,32.0,8680.0,76.0
Calvin College,True,1784.0,1512.0,913.0,29.0,56.0,3401.0,136.0,10230.0,3710.0,400.0,1210.0,75.0,81.0,14.8,41.0,7786.0,81.0
Hypatia School of Arts,False,2000.0,1500.0,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,,60.0
North Carolina A. & T. State University,False,4809.0,3089.0,1429.0,12.0,33.0,6162.0,871.0,6806.0,1780.0,600.0,1651.0,72.0,72.0,16.7,9.0,7090.0,44.0
Eastern Illinois University,False,5597.0,4253.0,1565.0,12.0,38.0,9161.0,845.0,5710.0,3066.0,120.0,1730.0,62.0,71.0,16.2,5.0,5682.0,76.0
Marymount University,True,941.0,772.0,214.0,10.0,30.0,1247.0,776.0,11390.0,5280.0,500.0,750.0,77.0,82.0,10.6,17.0,8575.0,55.0
